code,計算書,別表,テーブル,L0,区分,L1,活動・部,L2,大区分,L3,中区分,L3.5,内訳グループ,L4,小区分,階層種別,正規名,is_amount,is_total,is_optional
CF-02-01-03-21-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,03,事務費支出,21,（何）費支出,00,,00,,中区分,（何）費支出,1,0,0
CF-02-01-03-22-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,03,事務費支出,22,雑支出,00,,00,,中区分,雑支出,1,0,0
CF-02-01-04-01-00-01,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,04,就労支援事業支出,01,就労支援事業販売原価支出,00,,01,就労支援事業製造原価支出,小区分,就労支援事業製造原価支出,1,0,0
CF-02-01-04-01-00-02,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,04,就労支援事業支出,01,就労支援事業販売原価支出,00,,02,就労支援事業仕入支出,小区分,就労支援事業仕入支出,1,0,0
CF-02-01-04-02-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,04,就労支援事業支出,02,就労支援事業販管費支出,00,,00,,中区分,就労支援事業販管費支出,1,0,0
CF-02-01-05-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,05,授産事業支出,00,,00,,00,,大区分,授産事業支出,1,0,0
CF-02-01-06-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,06,退職共済事業支出,00,,00,,00,,大区分,退職共済事業支出,1,0,0
CF-02-01-07-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,07,（何）支出,00,,00,,00,,大区分,（何）支出,1,0,0
CF-02-01-08-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,08,利用者負担軽減額,00,,00,,00,,大区分,利用者負担軽減額,1,0,0
CF-02-01-09-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,09,支払利息支出,00,,00,,00,,大区分,支払利息支出,1,0,0
CF-02-01-10-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,10,社会福祉連携推進業務借入金支払利息支出,00,,00,,00,,大区分,社会福祉連携推進業務借入金支払利息支出,1,0,0
CF-02-01-11-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,11,その他の支出,00,,00,,00,,大区分,その他の支出,1,0,0
CF-02-01-11-01-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,11,その他の支出,01,雑支出,00,,00,,中区分,雑支出,1,0,0
CF-02-01-12-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,12,流動資産評価損等による資金減少額,00,,00,,00,,大区分,流動資産評価損等による資金減少額,1,0,0
CF-02-01-13-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,13,資産評価損,00,,00,,00,,大区分,資産評価損,1,0,0
CF-02-01-13-01-00-01,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,13,資産評価損,01,有価証券評価損,00,,01,（何）評価損,小区分,（何）評価損,1,0,0
CF-02-01-13-02-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,13,資産評価損,02,為替差損,00,,00,,中区分,為替差損,1,0,0
CF-02-01-13-03-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,13,資産評価損,03,貸倒損失額,00,,00,,中区分,貸倒損失額,1,0,0
CF-02-01-13-04-00-00,CF,別表第一_資金収支計算書,1,02,支出,01,事業活動による収支,13,資産評価損,04,徴収不能額,00,,00,,中区分,徴収不能額,1,0,0
CF-02-02-01-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,02,施設整備等による収支,01,設備資金借入金元金償還支出,00,,00,,00,,大区分,設備資金借入金元金償還支出,1,0,0
CF-02-02-02-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,02,施設整備等による収支,02,社会福祉連携推進業務設備資金借入金元金償還支出,00,,00,,00,,大区分,社会福祉連携推進業務設備資金借入金元金償還支出,1,0,0
CF-02-02-03-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,02,施設整備等による収支,03,固定資産取得支出,00,,00,,00,,大区分,固定資産取得支出,1,0,0
CF-02-02-03-01-00-00,CF,別表第一_資金収支計算書,1,02,支出,02,施設整備等による収支,03,固定資産取得支出,01,建物取得支出,00,,00,,中区分,建物取得支出,1,0,0
CF-02-02-03-02-00-00,CF,別表第一_資金収支計算書,1,02,支出,02,施設整備等による収支,03,固定資産取得支出,02,車輌運搬具取得支出,00,,00,,中区分,車輌運搬具取得支出,1,0,0
CF-02-02-03-03-00-00,CF,別表第一_資金収支計算書,1,02,支出,02,施設整備等による収支,03,固定資産取得支出,03,器具及び備品取得支出,00,,00,,中区分,器具及び備品取得支出,1,0,0
CF-02-02-03-04-00-00,CF,別表第一_資金収支計算書,1,02,支出,02,施設整備等による収支,03,固定資産取得支出,04,（何）取得支出,00,,00,,中区分,（何）取得支出,1,0,0
CF-02-02-04-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,02,施設整備等による収支,04,固定資産除却・廃棄支出,00,,00,,00,,大区分,固定資産除却・廃棄支出,1,0,0
CF-02-02-05-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,02,施設整備等による収支,05,ファイナンス・リース債務の返済支出,00,,00,,00,,大区分,ファイナンス・リース債務の返済支出,1,0,0
CF-02-02-06-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,02,施設整備等による収支,06,その他の施設整備等による支出,00,,00,,00,,大区分,その他の施設整備等による支出,1,0,0
CF-02-03-01-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,01,長期運営資金借入金元金償還支出,00,,00,,00,,大区分,長期運営資金借入金元金償還支出,1,0,0
CF-02-03-02-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,02,役員等長期借入金元金償還支出,00,,00,,00,,大区分,役員等長期借入金元金償還支出,1,0,0
CF-02-03-03-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,03,社会福祉連携推進業務長期運営資金借入金元金償還支出,00,,00,,00,,大区分,社会福祉連携推進業務長期運営資金借入金元金償還支出,1,0,0
CF-02-03-04-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,04,長期貸付金支出,00,,00,,00,,大区分,長期貸付金支出,1,0,0
CF-02-03-05-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,05,社会福祉連携推進業務長期貸付金支出,00,,00,,00,,大区分,社会福祉連携推進業務長期貸付金支出,1,0,0
CF-02-03-06-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,06,投資有価証券取得支出,00,,00,,00,,大区分,投資有価証券取得支出,1,0,0
CF-02-03-07-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,07,積立資産支出,00,,00,,00,,大区分,積立資産支出,1,0,0
CF-02-03-07-01-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,07,積立資産支出,01,長期預り金積立資産支出,00,,00,,中区分,長期預り金積立資産支出,1,0,0
CF-02-03-07-02-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,07,積立資産支出,02,（何）積立資産支出,00,,00,,中区分,（何）積立資産支出,1,0,0
CF-02-03-08-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,08,事業区分間長期貸付金支出,00,,00,,00,,大区分,事業区分間長期貸付金支出,1,0,0
CF-02-03-09-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,09,拠点区分間長期貸付金支出,00,,00,,00,,大区分,拠点区分間長期貸付金支出,1,0,0
CF-02-03-10-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,10,事業区分間長期借入金返済支出,00,,00,,00,,大区分,事業区分間長期借入金返済支出,1,0,0
CF-02-03-11-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,11,拠点区分間長期借入金返済支出,00,,00,,00,,大区分,拠点区分間長期借入金返済支出,1,0,0
CF-02-03-12-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,12,事業区分間繰入金支出,00,,00,,00,,大区分,事業区分間繰入金支出,1,0,0
CF-02-03-13-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,13,拠点区分間繰入金支出,00,,00,,00,,大区分,拠点区分間繰入金支出,1,0,0
CF-02-03-14-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,14,サービス区分間繰入金支出,00,,00,,00,,大区分,サービス区分間繰入金支出,1,0,0
CF-02-03-15-00-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,15,その他の活動による支出,00,,00,,00,,大区分,その他の活動による支出,1,0,0
CF-02-03-15-01-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,15,その他の活動による支出,01,退職共済事業管理資産支出,00,,00,,中区分,退職共済事業管理資産支出,1,0,0
CF-02-03-15-02-00-00,CF,別表第一_資金収支計算書,1,02,支出,03,その他の活動による収支,15,その他の活動による支出,02,（何）支出,00,,00,,中区分,（何）支出,1,0,0
PL-03-01-01-01-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,01,施設介護料収益,00,,01,介護報酬収益,小区分,介護報酬収益,1,0,0
PL-03-01-01-01-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,01,施設介護料収益,00,,02,利用者負担金収益（公費）,小区分,利用者負担金収益（公費）,1,0,0
PL-03-01-01-01-00-03,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,01,施設介護料収益,00,,03,利用者負担金収益（一般）,小区分,利用者負担金収益（一般）,1,0,0
PL-03-01-01-02-00-00,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,02,居宅介護料収益,00,,00,,中区分,居宅介護料収益,1,0,0
PL-03-01-01-02-01-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,02,居宅介護料収益,01,（介護報酬収益）,01,介護報酬収益,小区分,介護報酬収益,1,0,0
PL-03-01-01-02-01-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,02,居宅介護料収益,01,（介護報酬収益）,02,介護予防報酬収益,小区分,介護予防報酬収益,1,0,0
PL-03-01-01-02-02-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,02,居宅介護料収益,02,（利用者負担金収益）,01,介護負担金収益（公費）,小区分,介護負担金収益（公費）,1,0,0
PL-03-01-01-02-02-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,02,居宅介護料収益,02,（利用者負担金収益）,02,介護負担金収益（一般）,小区分,介護負担金収益（一般）,1,0,0
PL-03-01-01-02-02-03,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,02,居宅介護料収益,02,（利用者負担金収益）,03,介護予防負担金収益（公費）,小区分,介護予防負担金収益（公費）,1,0,0
PL-03-01-01-02-02-04,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,02,居宅介護料収益,02,（利用者負担金収益）,04,介護予防負担金収益（一般）,小区分,介護予防負担金収益（一般）,1,0,0
PL-03-01-01-03-00-00,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,03,地域密着型介護料収益,00,,00,,中区分,地域密着型介護料収益,1,0,0
PL-03-01-01-03-01-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,03,地域密着型介護料収益,01,（介護報酬収益）,01,介護報酬収益,小区分,介護報酬収益,1,0,0
PL-03-01-01-03-01-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,03,地域密着型介護料収益,01,（介護報酬収益）,02,介護予防報酬収益,小区分,介護予防報酬収益,1,0,0
PL-03-01-01-03-02-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,03,地域密着型介護料収益,02,（利用者負担金収益）,01,介護負担金収益（公費）,小区分,介護負担金収益（公費）,1,0,0
PL-03-01-01-03-02-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,03,地域密着型介護料収益,02,（利用者負担金収益）,02,介護負担金収益（一般）,小区分,介護負担金収益（一般）,1,0,0
PL-03-01-01-03-02-03,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,03,地域密着型介護料収益,02,（利用者負担金収益）,03,介護予防負担金収益（公費）,小区分,介護予防負担金収益（公費）,1,0,0
PL-03-01-01-03-02-04,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,03,地域密着型介護料収益,02,（利用者負担金収益）,04,介護予防負担金収益（一般）,小区分,介護予防負担金収益（一般）,1,0,0
PL-03-01-01-04-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,04,居宅介護支援介護料収益,00,,01,居宅介護支援介護料収益,小区分,居宅介護支援介護料収益,1,0,0
PL-03-01-01-04-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,04,居宅介護支援介護料収益,00,,02,介護予防支援介護料収益,小区分,介護予防支援介護料収益,1,0,0
PL-03-01-01-05-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,05,介護予防・日常生活支援総合事業収益,00,,01,事業費収益,小区分,事業費収益,1,0,0
PL-03-01-01-05-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,05,介護予防・日常生活支援総合事業収益,00,,02,事業負担金収益（公費）,小区分,事業負担金収益（公費）,1,0,0
PL-03-01-01-05-00-03,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,05,介護予防・日常生活支援総合事業収益,00,,03,事業負担金収益（一般）,小区分,事業負担金収益（一般）,1,0,0
PL-03-01-01-06-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,06,利用者等利用料収益,00,,01,施設サービス利用料収益,小区分,施設サービス利用料収益,1,0,0
PL-03-01-01-06-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,06,利用者等利用料収益,00,,02,居宅介護サービス利用料収益,小区分,居宅介護サービス利用料収益,1,0,0
PL-03-01-01-06-00-03,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,06,利用者等利用料収益,00,,03,地域密着型介護サービス利用料収益,小区分,地域密着型介護サービス利用料収益,1,0,0
PL-03-01-01-06-00-04,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,06,利用者等利用料収益,00,,04,食費収益（公費）,小区分,食費収益（公費）,1,0,0
PL-03-01-01-06-00-05,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,06,利用者等利用料収益,00,,05,食費収益（一般）,小区分,食費収益（一般）,1,0,0
PL-03-01-01-06-00-06,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,06,利用者等利用料収益,00,,06,食費収益（特定）,小区分,食費収益（特定）,1,0,0
PL-03-01-01-06-00-07,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,06,利用者等利用料収益,00,,07,居住費収益（公費）,小区分,居住費収益（公費）,1,0,0
PL-03-01-01-06-00-08,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,06,利用者等利用料収益,00,,08,居住費収益（一般）,小区分,居住費収益（一般）,1,0,0
PL-03-01-01-06-00-09,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,06,利用者等利用料収益,00,,09,居住費収益（特定）,小区分,居住費収益（特定）,1,0,0
PL-03-01-01-06-00-10,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,06,利用者等利用料収益,00,,10,介護予防・日常生活支援総合事業利用料収益,小区分,介護予防・日常生活支援総合事業利用料収益,1,0,0
PL-03-01-01-06-00-11,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,06,利用者等利用料収益,00,,11,その他の利用料収益,小区分,その他の利用料収益,1,0,0
PL-03-01-01-07-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,07,その他の事業収益,00,,01,補助金事業収益（公費）,小区分,補助金事業収益（公費）,1,0,0
PL-03-01-01-07-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,07,その他の事業収益,00,,02,補助金事業収益（一般）,小区分,補助金事業収益（一般）,1,0,0
PL-03-01-01-07-00-03,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,07,その他の事業収益,00,,03,市町村特別事業収益（公費）,小区分,市町村特別事業収益（公費）,1,0,0
PL-03-01-01-07-00-04,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,07,その他の事業収益,00,,04,市町村特別事業収益（一般）,小区分,市町村特別事業収益（一般）,1,0,0
PL-03-01-01-07-00-05,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,07,その他の事業収益,00,,05,受託事業収益（公費）,小区分,受託事業収益（公費）,1,0,0
PL-03-01-01-07-00-06,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,07,その他の事業収益,00,,06,受託事業収益（一般）,小区分,受託事業収益（一般）,1,0,0
PL-03-01-01-07-00-07,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,07,その他の事業収益,00,,07,その他の事業収益,小区分,その他の事業収益,1,0,0
PL-03-01-01-07-01-00,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,01,介護保険事業収益,07,その他の事業収益,01,（保険等査定減）,00,,内訳グループ,（保険等査定減）,1,0,0
PL-03-01-02-01-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,02,老人福祉事業収益,01,措置事業収益,00,,01,事務費収益,小区分,事務費収益,1,0,0
PL-03-01-02-01-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,02,老人福祉事業収益,01,措置事業収益,00,,02,事業費収益,小区分,事業費収益,1,0,0
PL-03-01-02-01-00-03,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,02,老人福祉事業収益,01,措置事業収益,00,,03,その他の利用料収益,小区分,その他の利用料収益,1,0,0
PL-03-01-02-01-00-04,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,02,老人福祉事業収益,01,措置事業収益,00,,04,その他の事業収益,小区分,その他の事業収益,1,0,0
PL-03-01-02-02-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,02,老人福祉事業収益,02,運営事業収益,00,,01,管理費収益,小区分,管理費収益,1,0,0
PL-03-01-02-02-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,02,老人福祉事業収益,02,運営事業収益,00,,02,その他の利用料収益,小区分,その他の利用料収益,1,0,0
PL-03-01-02-02-00-03,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,02,老人福祉事業収益,02,運営事業収益,00,,03,補助金事業収益（公費）,小区分,補助金事業収益（公費）,1,0,0
PL-03-01-02-02-00-04,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,02,老人福祉事業収益,02,運営事業収益,00,,04,補助金事業収益（一般）,小区分,補助金事業収益（一般）,1,0,0
PL-03-01-02-02-00-05,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,02,老人福祉事業収益,02,運営事業収益,00,,05,その他の事業収益,小区分,その他の事業収益,1,0,0
PL-03-01-02-03-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,02,老人福祉事業収益,03,その他の事業収益,00,,01,管理費収益,小区分,管理費収益,1,0,0
PL-03-01-02-03-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,02,老人福祉事業収益,03,その他の事業収益,00,,02,その他の利用料収益,小区分,その他の利用料収益,1,0,0
PL-03-01-02-03-00-03,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,02,老人福祉事業収益,03,その他の事業収益,00,,03,その他の事業収益,小区分,その他の事業収益,1,0,0
PL-03-01-03-01-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,03,児童福祉事業収益,01,措置費収益,00,,01,事務費収益,小区分,事務費収益,1,0,0
PL-03-01-03-01-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,03,児童福祉事業収益,01,措置費収益,00,,02,事業費収益,小区分,事業費収益,1,0,0
PL-03-01-03-02-00-00,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,03,児童福祉事業収益,02,私的契約利用料収益,00,,00,,中区分,私的契約利用料収益,1,0,0
PL-03-01-03-03-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,03,児童福祉事業収益,03,その他の事業収益,00,,01,補助金事業収益（公費）,小区分,補助金事業収益（公費）,1,0,0
PL-03-01-03-03-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,03,児童福祉事業収益,03,その他の事業収益,00,,02,補助金事業収益（一般）,小区分,補助金事業収益（一般）,1,0,0
PL-03-01-03-03-00-03,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,03,児童福祉事業収益,03,その他の事業収益,00,,03,受託事業収益（公費）,小区分,受託事業収益（公費）,1,0,0
PL-03-01-03-03-00-04,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,03,児童福祉事業収益,03,その他の事業収益,00,,04,受託事業収益（一般）,小区分,受託事業収益（一般）,1,0,0
PL-03-01-03-03-00-05,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,03,児童福祉事業収益,03,その他の事業収益,00,,05,その他の事業収益,小区分,その他の事業収益,1,0,0
PL-03-01-04-01-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,01,施設型給付費収益,00,,01,施設型給付費収益,小区分,施設型給付費収益,1,0,0
PL-03-01-04-01-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,01,施設型給付費収益,00,,02,利用者負担金収益,小区分,利用者負担金収益,1,0,0
PL-03-01-04-02-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,02,特例施設型給付費収益,00,,01,特例施設型給付費収益,小区分,特例施設型給付費収益,1,0,0
PL-03-01-04-02-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,02,特例施設型給付費収益,00,,02,利用者負担金収益,小区分,利用者負担金収益,1,0,0
PL-03-01-04-03-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,03,地域型保育給付費収益,00,,01,地域型保育給付費収益,小区分,地域型保育給付費収益,1,0,0
PL-03-01-04-03-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,03,地域型保育給付費収益,00,,02,利用者負担金収益,小区分,利用者負担金収益,1,0,0
PL-03-01-04-04-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,04,特例地域型保育給付費収益,00,,01,特例地域型保育給付費収益,小区分,特例地域型保育給付費収益,1,0,0
PL-03-01-04-04-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,04,特例地域型保育給付費収益,00,,02,利用者負担金収益,小区分,利用者負担金収益,1,0,0
PL-03-01-04-05-00-00,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,05,委託費収益,00,,00,,中区分,委託費収益,1,0,0
PL-03-01-04-06-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,06,利用者等利用料収益,00,,01,利用者等利用料収益（公費）,小区分,利用者等利用料収益（公費）,1,0,0
PL-03-01-04-06-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,06,利用者等利用料収益,00,,02,利用者等利用料収益（一般）,小区分,利用者等利用料収益（一般）,1,0,0
PL-03-01-04-06-00-03,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,06,利用者等利用料収益,00,,03,その他の利用料収益,小区分,その他の利用料収益,1,0,0
PL-03-01-04-07-00-00,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,07,私的契約利用料収益,00,,00,,中区分,私的契約利用料収益,1,0,0
PL-03-01-04-08-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,08,その他の事業収益,00,,01,補助金事業収益（公費）,小区分,補助金事業収益（公費）,1,0,0
PL-03-01-04-08-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,08,その他の事業収益,00,,02,補助金事業収益（一般）,小区分,補助金事業収益（一般）,1,0,0
PL-03-01-04-08-00-03,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,08,その他の事業収益,00,,03,受託事業収益（公費）,小区分,受託事業収益（公費）,1,0,0
PL-03-01-04-08-00-04,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,08,その他の事業収益,00,,04,受託事業収益（一般）,小区分,受託事業収益（一般）,1,0,0
PL-03-01-04-08-00-05,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,04,保育事業収益,08,その他の事業収益,00,,05,その他の事業収益,小区分,その他の事業収益,1,0,0
PL-03-01-05-00-00-00,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,05,就労支援事業収益,00,,00,,00,,大区分,就労支援事業収益,1,0,0
PL-03-01-06-01-00-01,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,06,障害福祉サービス等事業収益,01,自立支援給付費収益,00,,01,介護給付費収益,小区分,介護給付費収益,1,0,0
PL-03-01-06-01-00-02,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,06,障害福祉サービス等事業収益,01,自立支援給付費収益,00,,02,特例介護給付費収益,小区分,特例介護給付費収益,1,0,0
PL-03-01-06-01-00-03,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,06,障害福祉サービス等事業収益,01,自立支援給付費収益,00,,03,訓練等給付費収益,小区分,訓練等給付費収益,1,0,0
PL-03-01-06-01-00-04,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,06,障害福祉サービス等事業収益,01,自立支援給付費収益,00,,04,特例訓練等給付費収益,小区分,特例訓練等給付費収益,1,0,0
PL-03-01-06-01-00-05,PL,別表第二_事業活動計算書,2,03,収益,01,サービス活動増減の部,06,障害福祉サービス等事業収益,01,自立支援給付費収益,00,,05,地域相談支援給付費収益,小区分,地域相談支援給付費収益,1,0,0
