code,L0コード,L0科目,L1コード,L1科目,L2コード,L2科目,L3コード,L3科目,L4コード,L4科目,L5コード,L5科目,表示レベル,is_leaf,is_total,頻出追加科目,合算定義
CF-00-00-000-000-000,CF,資金収支計算書,00,,00,,000,,000,,000,,1,0,0,0,
CF-01-00-000-000-000,CF,資金収支計算書,01,事業活動による収支,00,,000,,000,,000,,2,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-000-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-02-000-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-03-000-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-04-000-000-000""}]"
CF-01-01-000-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,000,,000,,000,,3,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-001-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-002-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-003-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-004-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-005-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-006-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-007-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-024-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-008-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-010-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-011-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-012-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-013-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-014-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-015-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-016-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-017-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-018-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-019-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-020-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-021-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-025-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-022-000-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-023-000-000""}]"
CF-01-01-001-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,001,会費収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-001-001-000""}]"
CF-01-01-001-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,001,会費収入,001,（何）会費収入,000,,5,0,0,0,
CF-01-01-002-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,002,分担金収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-002-001-000""}]"
CF-01-01-002-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,002,分担金収入,001,分担金収入,000,,5,0,0,0,
CF-01-01-003-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,003,寄附金収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-003-001-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-003-002-000""}]"
CF-01-01-003-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,003,寄附金収入,001,寄附金収入,000,,5,0,0,0,
CF-01-01-003-002-000,CF,資金収支計算書,01,事業活動による収支,01,収入,003,寄附金収入,002,経常経費寄附金収入,000,,5,0,0,0,
CF-01-01-004-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,004,経常経費補助金収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-004-001-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-004-002-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-004-003-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-004-004-000""}]"
CF-01-01-004-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,004,経常経費補助金収入,001,都道府県補助金収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-004-001-001""}]"
CF-01-01-004-001-001,CF,資金収支計算書,01,事業活動による収支,01,収入,004,経常経費補助金収入,001,都道府県補助金収入,001,（何）補助金収入,6,0,0,0,
CF-01-01-004-002-000,CF,資金収支計算書,01,事業活動による収支,01,収入,004,経常経費補助金収入,002,市区町村補助金収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-004-002-001""}]"
CF-01-01-004-002-001,CF,資金収支計算書,01,事業活動による収支,01,収入,004,経常経費補助金収入,002,市区町村補助金収入,001,（何）補助金収入,6,0,0,0,
CF-01-01-004-003-000,CF,資金収支計算書,01,事業活動による収支,01,収入,004,経常経費補助金収入,003,（何）補助金収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-004-003-001""}]"
CF-01-01-004-003-001,CF,資金収支計算書,01,事業活動による収支,01,収入,004,経常経費補助金収入,003,（何）補助金収入,001,（何）補助金収入,6,0,0,0,
CF-01-01-004-004-000,CF,資金収支計算書,01,事業活動による収支,01,収入,004,経常経費補助金収入,004,共同募金配分金収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-004-004-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-004-004-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-004-004-003""}]"
CF-01-01-004-004-001,CF,資金収支計算書,01,事業活動による収支,01,収入,004,経常経費補助金収入,004,共同募金配分金収入,001,一般募金配分金収入,6,0,0,0,
CF-01-01-004-004-002,CF,資金収支計算書,01,事業活動による収支,01,収入,004,経常経費補助金収入,004,共同募金配分金収入,002,歳末たすけあい配分金収入,6,0,0,0,
CF-01-01-004-004-003,CF,資金収支計算書,01,事業活動による収支,01,収入,004,経常経費補助金収入,004,共同募金配分金収入,003,災害等準備金収入,6,0,0,0,
CF-01-01-005-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,005,受託金収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-005-001-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-005-002-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-005-003-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-005-004-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-005-005-000""}]"
CF-01-01-005-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,005,受託金収入,001,都道府県受託金収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-005-001-001""}]"
CF-01-01-005-001-001,CF,資金収支計算書,01,事業活動による収支,01,収入,005,受託金収入,001,都道府県受託金収入,001,（何）受託金収入,6,0,0,0,
CF-01-01-005-002-000,CF,資金収支計算書,01,事業活動による収支,01,収入,005,受託金収入,002,市区町村受託金収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-005-002-001""}]"
CF-01-01-005-002-001,CF,資金収支計算書,01,事業活動による収支,01,収入,005,受託金収入,002,市区町村受託金収入,001,（何）受託金収入,6,0,0,0,
CF-01-01-005-003-000,CF,資金収支計算書,01,事業活動による収支,01,収入,005,受託金収入,003,福祉医療機構受託金収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-005-003-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-005-003-002""}]"
CF-01-01-005-003-001,CF,資金収支計算書,01,事業活動による収支,01,収入,005,受託金収入,003,福祉医療機構受託金収入,001,退職共済事務費収入,6,0,0,0,
CF-01-01-005-003-002,CF,資金収支計算書,01,事業活動による収支,01,収入,005,受託金収入,003,福祉医療機構受託金収入,002,（何）受託金収入,6,0,0,0,
CF-01-01-005-004-000,CF,資金収支計算書,01,事業活動による収支,01,収入,005,受託金収入,004,全社協受託金収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-005-004-001""}]"
CF-01-01-005-004-001,CF,資金収支計算書,01,事業活動による収支,01,収入,005,受託金収入,004,全社協受託金収入,001,（何）受託金収入,6,0,0,0,
CF-01-01-005-005-000,CF,資金収支計算書,01,事業活動による収支,01,収入,005,受託金収入,005,（何）受託金収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-005-005-001""}]"
CF-01-01-005-005-001,CF,資金収支計算書,01,事業活動による収支,01,収入,005,受託金収入,005,（何）受託金収入,001,（何）受託金収入,6,0,0,0,
CF-01-01-006-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,006,貸付事業収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-006-001-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-006-002-000""}]"
CF-01-01-006-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,006,貸付事業収入,001,償還金収入,000,,5,0,0,0,
CF-01-01-006-002-000,CF,資金収支計算書,01,事業活動による収支,01,収入,006,貸付事業収入,002,貸付金利息収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-006-002-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-006-002-002""}]"
CF-01-01-006-002-001,CF,資金収支計算書,01,事業活動による収支,01,収入,006,貸付事業収入,002,貸付金利息収入,001,貸付金利息収入,6,0,0,0,
CF-01-01-006-002-002,CF,資金収支計算書,01,事業活動による収支,01,収入,006,貸付事業収入,002,貸付金利息収入,002,延滞利息収入,6,0,0,0,
CF-01-01-007-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,007,事業収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-007-001-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-007-002-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-007-003-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-007-004-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-007-005-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-007-006-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-007-007-000""}]"
CF-01-01-007-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,007,事業収入,001,参加費収入,000,,5,0,0,0,
CF-01-01-007-002-000,CF,資金収支計算書,01,事業活動による収支,01,収入,007,事業収入,002,利用料収入,000,,5,0,0,0,
CF-01-01-007-003-000,CF,資金収支計算書,01,事業活動による収支,01,収入,007,事業収入,003,賃貸料収入,000,,5,0,0,0,
CF-01-01-007-004-000,CF,資金収支計算書,01,事業活動による収支,01,収入,007,事業収入,004,資料・図書等頒布収入,000,,5,0,0,0,
CF-01-01-007-005-000,CF,資金収支計算書,01,事業活動による収支,01,収入,007,事業収入,005,広告料収入,000,,5,0,0,0,
CF-01-01-007-006-000,CF,資金収支計算書,01,事業活動による収支,01,収入,007,事業収入,006,手数料収入,000,,5,0,0,0,
CF-01-01-007-007-000,CF,資金収支計算書,01,事業活動による収支,01,収入,007,事業収入,007,（何）収入,000,,5,0,0,0,
CF-01-01-024-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,024,退職共済事業収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-024-001-000""}]"
CF-01-01-024-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,024,退職共済事業収入,001,事務費収入,000,,5,0,0,0,
CF-01-01-008-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,008,負担金収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-008-001-000""}]"
CF-01-01-008-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,008,負担金収入,001,負担金収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-008-001-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-008-001-002""}]"
CF-01-01-008-001-001,CF,資金収支計算書,01,事業活動による収支,01,収入,008,負担金収入,001,負担金収入,001,民生委員互助共励事業会費収入,6,0,0,0,
CF-01-01-008-001-002,CF,資金収支計算書,01,事業活動による収支,01,収入,008,負担金収入,001,負担金収入,002,（何）負担金収入,6,0,0,0,
CF-01-01-009-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-009-001-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-002-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-003-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-004-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-005-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-006-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-007-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-008-000""}]"
CF-01-01-009-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,001,施設介護料収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-009-001-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-001-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-001-003""}]"
CF-01-01-009-001-001,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,001,施設介護料収入,001,介護報酬収入,6,1,0,0,
CF-01-01-009-001-002,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,001,施設介護料収入,002,利用者負担金収入（公費）,6,1,0,0,
CF-01-01-009-001-003,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,001,施設介護料収入,003,利用者負担金収入（一般）,6,1,0,0,
CF-01-01-009-001-091,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,001,施設介護料収入,091,利用者負担金収入,6,1,0,1,
CF-01-01-009-002-000,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,002,居宅介護料収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-009-002-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-002-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-002-003""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-002-004""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-002-005""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-002-006""}]"
CF-01-01-009-002-001,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,002,居宅介護料収入,001,介護報酬収入,6,1,0,0,
CF-01-01-009-002-002,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,002,居宅介護料収入,002,介護予防報酬収入,6,1,0,0,
CF-01-01-009-002-003,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,002,居宅介護料収入,003,介護負担金収入（公費）,6,1,0,0,
CF-01-01-009-002-004,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,002,居宅介護料収入,004,介護負担金収入（一般）,6,1,0,0,
CF-01-01-009-002-091,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,002,居宅介護料収入,091,介護負担金収入,6,1,0,1,
CF-01-01-009-002-005,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,002,居宅介護料収入,005,介護予防負担金収入（公費）,6,1,0,0,
CF-01-01-009-002-006,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,002,居宅介護料収入,006,介護予防負担金収入（一般）,6,1,0,0,
CF-01-01-009-002-092,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,002,居宅介護料収入,092,介護予防負担金収入,6,1,0,1,
CF-01-01-009-003-000,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,003,地域密着型介護料収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-009-003-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-003-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-003-003""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-003-004""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-003-005""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-003-006""}]"
CF-01-01-009-003-001,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,003,地域密着型介護料収入,001,介護報酬収入,6,1,0,0,
CF-01-01-009-003-002,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,003,地域密着型介護料収入,002,介護予防報酬収入,6,1,0,0,
CF-01-01-009-003-003,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,003,地域密着型介護料収入,003,介護負担金収入（公費）,6,1,0,0,
CF-01-01-009-003-004,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,003,地域密着型介護料収入,004,介護負担金収入（一般）,6,1,0,0,
CF-01-01-009-003-091,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,003,地域密着型介護料収入,091,介護負担金収入,6,1,0,1,
CF-01-01-009-003-006,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,003,地域密着型介護料収入,006,介護予防負担金収入（一般）,6,1,0,0,
CF-01-01-009-003-005,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,003,地域密着型介護料収入,005,介護予防負担金収入（公費）,6,1,0,0,
CF-01-01-009-003-092,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,003,地域密着型介護料収入,092,介護予防負担金収入,6,1,0,1,
CF-01-01-009-004-000,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,004,居宅介護支援介護料収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-009-004-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-004-002""}]"
CF-01-01-009-004-001,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,004,居宅介護支援介護料収入,001,居宅介護支援介護料収入,6,1,0,0,
CF-01-01-009-004-002,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,004,居宅介護支援介護料収入,002,介護予防支援介護料収入,6,1,0,0,
CF-01-01-009-005-000,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,005,介護予防・日常生活支援総合事業収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-009-005-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-005-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-005-003""}]"
CF-01-01-009-005-001,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,005,介護予防・日常生活支援総合事業収入,001,事業費収入,6,1,0,0,
CF-01-01-009-005-002,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,005,介護予防・日常生活支援総合事業収入,002,事業負担金収入（公費）,6,1,0,0,
CF-01-01-009-005-003,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,005,介護予防・日常生活支援総合事業収入,003,事業負担金収入（一般）,6,1,0,0,
CF-01-01-009-005-091,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,005,介護予防・日常生活支援総合事業収入,091,事業負担金収入,6,1,0,1,
CF-01-01-009-006-000,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-009-006-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-006-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-006-003""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-006-004""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-006-005""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-006-010""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-006-006""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-006-007""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-006-011""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-006-008""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-006-009""}]"
CF-01-01-009-006-001,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,001,施設サービス利用料収入,6,1,0,0,
CF-01-01-009-006-002,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,002,居宅介護サービス利用料収入,6,1,0,0,
CF-01-01-009-006-003,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,003,地域密着型介護サービス利用料収入,6,1,0,0,
CF-01-01-009-006-004,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,004,食費収入（公費）,6,1,0,0,
CF-01-01-009-006-005,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,005,食費収入（一般）,6,1,0,0,
CF-01-01-009-006-091,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,091,食費収入,6,1,0,1,
CF-01-01-009-006-010,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,010,食費収入（特定）,6,1,0,0,
CF-01-01-009-006-006,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,006,居住費収入（公費）,6,1,0,0,
CF-01-01-009-006-007,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,007,居住費収入（一般）,6,1,0,0,
CF-01-01-009-006-092,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,092,居住費収入,6,1,0,1,
CF-01-01-009-006-011,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,011,居住費収入（特定）,6,1,0,0,
CF-01-01-009-006-008,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,008,介護予防・日常生活支援総合事業利用料収入,6,1,0,0,
CF-01-01-009-006-009,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,006,利用者等利用料収入,009,その他の利用料収入,6,1,0,0,
CF-01-01-009-007-000,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,007,その他の事業収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-009-007-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-007-005""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-007-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-007-006""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-007-003""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-007-008""}, {""sign"": ""+"", ""code"": ""CF-01-01-009-007-004""}]"
CF-01-01-009-007-001,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,007,その他の事業収入,001,補助金事業収入（公費）,6,1,0,0,
CF-01-01-009-007-005,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,007,その他の事業収入,005,補助金事業収入（一般）,6,1,0,0,
CF-01-01-009-007-091,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,007,その他の事業収入,091,補助金事業収入,6,1,0,1,
CF-01-01-009-007-002,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,007,その他の事業収入,002,市町村特別事業収入（公費）,6,1,0,0,
CF-01-01-009-007-006,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,007,その他の事業収入,006,市町村特別事業収入（一般）,6,1,0,0,
CF-01-01-009-007-092,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,007,その他の事業収入,092,市町村特別事業収入,6,1,0,1,
CF-01-01-009-007-003,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,007,その他の事業収入,003,受託事業収入（公費）,6,1,0,0,
CF-01-01-009-007-008,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,007,その他の事業収入,008,受託事業収入（一般）,6,1,0,0,
CF-01-01-009-007-093,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,007,その他の事業収入,093,受託事業収入,6,1,0,1,
CF-01-01-009-007-004,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,007,その他の事業収入,004,その他の事業収入,6,1,0,0,
CF-01-01-009-008-000,CF,資金収支計算書,01,事業活動による収支,01,収入,009,介護保険事業収入,008,（保険等査定減）,000,,5,1,0,0,
CF-01-01-010-000-000,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-010-001-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-010-002-000""}, {""sign"": ""+"", ""code"": ""CF-01-01-010-003-000""}]"
CF-01-01-010-001-000,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,001,措置事業収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-010-001-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-010-001-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-010-001-003""}, {""sign"": ""+"", ""code"": ""CF-01-01-010-001-004""}]"
CF-01-01-010-001-001,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,001,措置事業収入,001,事務費収入,6,1,0,0,
CF-01-01-010-001-002,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,001,措置事業収入,002,事業費収入,6,1,0,0,
CF-01-01-010-001-003,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,001,措置事業収入,003,その他の利用料収入,6,1,0,0,
CF-01-01-010-001-004,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,001,措置事業収入,004,その他の事業収入,6,1,0,0,
CF-01-01-010-002-000,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,002,運営事業収入,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""CF-01-01-010-002-001""}, {""sign"": ""+"", ""code"": ""CF-01-01-010-002-002""}, {""sign"": ""+"", ""code"": ""CF-01-01-010-002-003""}, {""sign"": ""+"", ""code"": ""CF-01-01-010-002-005""}, {""sign"": ""+"", ""code"": ""CF-01-01-010-002-004""}]"
CF-01-01-010-002-001,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,002,運営事業収入,001,管理費収入,6,1,0,0,
CF-01-01-010-002-002,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,002,運営事業収入,002,その他の利用料収入,6,1,0,0,
CF-01-01-010-002-003,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,002,運営事業収入,003,補助金事業収入（公費）,6,1,0,0,
CF-01-01-010-002-005,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,002,運営事業収入,005,補助金事業収入（一般）,6,1,0,0,
CF-01-01-010-002-091,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,002,運営事業収入,091,補助金事業収入,6,1,0,1,
CF-01-01-010-002-004,CF,資金収支計算書,01,事業活動による収支,01,収入,010,老人福祉事業収入,002,運営事業収入,004,その他の事業収入,6,1,0,0,
