code,L0コード,L0科目,L1コード,L1科目,L2コード,L2科目,L3コード,L3科目,L4コード,L4科目,L5コード,L5科目,表示レベル,is_leaf,is_total,頻出追加科目,合算定義
PL-01-01-004-002-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,004,経常経費補助金収益,002,市区町村補助金収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-004-002-001""}]"
PL-01-01-004-002-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,004,経常経費補助金収益,002,市区町村補助金収益,001,（何）補助金収益,6,0,0,0,
PL-01-01-004-003-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,004,経常経費補助金収益,003,（何）補助金収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-004-003-001""}]"
PL-01-01-004-003-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,004,経常経費補助金収益,003,（何）補助金収益,001,（何）補助金収益,6,0,0,0,
PL-01-01-004-004-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,004,経常経費補助金収益,004,共同募金配分金収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-004-004-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-004-004-002""}, {""sign"": ""+"", ""code"": ""PL-01-01-004-004-003""}]"
PL-01-01-004-004-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,004,経常経費補助金収益,004,共同募金配分金収益,001,一般募金配分金収益,6,0,0,0,
PL-01-01-004-004-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,004,経常経費補助金収益,004,共同募金配分金収益,002,歳末たすけあい配分金収益,6,0,0,0,
PL-01-01-004-004-003,PL,事業活動計算書,01,サービス活動増減の部,01,収益,004,経常経費補助金収益,004,共同募金配分金収益,003,災害等準備金収益,6,0,0,0,
PL-01-01-005-000-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,005,受託金収益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-005-001-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-005-002-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-005-003-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-005-004-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-005-005-000""}]"
PL-01-01-005-001-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,005,受託金収益,001,都道府県受託金収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-005-001-001""}]"
PL-01-01-005-001-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,005,受託金収益,001,都道府県受託金収益,001,（何）受託金収益,6,0,0,0,
PL-01-01-005-002-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,005,受託金収益,002,市区町村受託金収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-005-002-001""}]"
PL-01-01-005-002-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,005,受託金収益,002,市区町村受託金収益,001,（何）受託金収益,6,0,0,0,
PL-01-01-005-003-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,005,受託金収益,003,福祉医療機構受託金収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-005-003-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-005-003-002""}]"
PL-01-01-005-003-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,005,受託金収益,003,福祉医療機構受託金収益,001,退職共済事務費収益,6,0,0,0,
PL-01-01-005-003-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,005,受託金収益,003,福祉医療機構受託金収益,002,（何）受託金収益,6,0,0,0,
PL-01-01-005-004-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,005,受託金収益,004,全社協受託金収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-005-004-001""}]"
PL-01-01-005-004-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,005,受託金収益,004,全社協受託金収益,001,（何）受託金収益,6,0,0,0,
PL-01-01-005-005-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,005,受託金収益,005,（何）受託金収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-005-005-001""}]"
PL-01-01-005-005-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,005,受託金収益,005,（何）受託金収益,001,（何）受託金収益,6,0,0,0,
PL-01-01-006-000-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,006,貸付事業収益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-006-001-000""}]"
PL-01-01-006-001-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,006,貸付事業収益,001,貸付金利息収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-006-001-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-006-001-002""}]"
PL-01-01-006-001-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,006,貸付事業収益,001,貸付金利息収益,001,貸付金利息収益,6,0,0,0,
PL-01-01-006-001-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,006,貸付事業収益,001,貸付金利息収益,002,延滞利息収益,6,0,0,0,
PL-01-01-007-000-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,007,事業収益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-007-001-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-007-002-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-007-003-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-007-004-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-007-005-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-007-006-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-007-007-000""}]"
PL-01-01-007-001-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,007,事業収益,001,参加費収益,000,,5,0,0,0,
PL-01-01-007-002-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,007,事業収益,002,利用料収益,000,,5,0,0,0,
PL-01-01-007-003-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,007,事業収益,003,賃貸料収益,000,,5,0,0,0,
PL-01-01-007-004-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,007,事業収益,004,資料・図書等頒布収益,000,,5,0,0,0,
PL-01-01-007-005-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,007,事業収益,005,広告料収益,000,,5,0,0,0,
PL-01-01-007-006-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,007,事業収益,006,手数料収益,000,,5,0,0,0,
PL-01-01-007-007-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,007,事業収益,007,（何）収益,000,,5,0,0,0,
PL-01-01-031-000-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,031,退職共済事業収益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-031-001-000""}]"
PL-01-01-031-001-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,031,退職共済事業収益,001,事務費収益,000,,5,0,0,0,
PL-01-01-008-000-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,008,負担金収益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-008-001-000""}]"
PL-01-01-008-001-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,008,負担金収益,001,負担金収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-008-001-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-008-001-002""}]"
PL-01-01-008-001-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,008,負担金収益,001,負担金収益,001,民生委員互助共励事業会費収益,6,0,0,0,
PL-01-01-008-001-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,008,負担金収益,001,負担金収益,002,（何）負担金収益,6,0,0,0,
PL-01-01-009-000-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-009-001-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-002-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-003-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-004-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-005-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-006-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-007-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-008-000""}]"
PL-01-01-009-001-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,001,施設介護料収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-009-001-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-001-002""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-001-003""}]"
PL-01-01-009-001-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,001,施設介護料収益,001,介護報酬収益,6,1,0,0,
PL-01-01-009-001-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,001,施設介護料収益,002,利用者負担金収益（公費）,6,1,0,0,
PL-01-01-009-001-003,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,001,施設介護料収益,003,利用者負担金収益（一般）,6,1,0,0,
PL-01-01-009-001-091,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,001,施設介護料収益,091,利用者負担金収益,6,1,0,1,
PL-01-01-009-002-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,002,居宅介護料収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-009-002-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-002-002""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-002-003""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-002-004""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-002-005""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-002-006""}]"
PL-01-01-009-002-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,002,居宅介護料収益,001,介護報酬収益,6,1,0,0,
PL-01-01-009-002-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,002,居宅介護料収益,002,介護予防報酬収益,6,1,0,0,
PL-01-01-009-002-003,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,002,居宅介護料収益,003,介護負担金収益（公費）,6,1,0,0,
PL-01-01-009-002-004,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,002,居宅介護料収益,004,介護負担金収益（一般）,6,1,0,0,
PL-01-01-009-002-091,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,002,居宅介護料収益,091,介護負担金収益,6,1,0,1,
PL-01-01-009-002-005,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,002,居宅介護料収益,005,介護予防負担金収益（公費）,6,1,0,0,
PL-01-01-009-002-006,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,002,居宅介護料収益,006,介護予防負担金収益（一般）,6,1,0,0,
PL-01-01-009-002-092,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,002,居宅介護料収益,092,介護予防負担金収益,6,1,0,1,
PL-01-01-009-003-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,003,地域密着型介護料収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-009-003-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-003-002""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-003-003""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-003-004""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-003-005""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-003-006""}]"
PL-01-01-009-003-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,003,地域密着型介護料収益,001,介護報酬収益,6,1,0,0,
PL-01-01-009-003-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,003,地域密着型介護料収益,002,介護予防報酬収益,6,1,0,0,
PL-01-01-009-003-003,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,003,地域密着型介護料収益,003,介護負担金収益（公費）,6,1,0,0,
PL-01-01-009-003-004,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,003,地域密着型介護料収益,004,介護負担金収益（一般）,6,1,0,0,
PL-01-01-009-003-091,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,003,地域密着型介護料収益,091,介護負担金収益,6,1,0,1,
PL-01-01-009-003-005,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,003,地域密着型介護料収益,005,介護予防負担金収益（公費）,6,1,0,0,
PL-01-01-009-003-006,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,003,地域密着型介護料収益,006,介護予防負担金収益（一般）,6,1,0,0,
PL-01-01-009-003-092,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,003,地域密着型介護料収益,092,介護予防負担金収益,6,1,0,1,
PL-01-01-009-004-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,004,居宅介護支援介護料収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-009-004-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-004-002""}]"
PL-01-01-009-004-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,004,居宅介護支援介護料収益,001,居宅介護支援介護料収益,6,1,0,0,
PL-01-01-009-004-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,004,居宅介護支援介護料収益,002,介護予防支援介護料収益,6,1,0,0,
PL-01-01-009-005-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,005,介護予防・日常生活支援総合事業収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-009-005-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-005-002""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-005-003""}]"
PL-01-01-009-005-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,005,介護予防・日常生活支援総合事業収益,001,事業費収益,6,1,0,0,
PL-01-01-009-005-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,005,介護予防・日常生活支援総合事業収益,002,事業負担金収益（公費）,6,1,0,0,
PL-01-01-009-005-003,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,005,介護予防・日常生活支援総合事業収益,003,事業負担金収益（一般）,6,1,0,0,
PL-01-01-009-005-091,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,005,介護予防・日常生活支援総合事業収益,091,事業負担金収益,6,1,0,1,
PL-01-01-009-006-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-009-006-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-006-002""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-006-003""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-006-004""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-006-005""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-006-010""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-006-006""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-006-007""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-006-011""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-006-008""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-006-009""}]"
PL-01-01-009-006-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,001,施設サービス利用料収益,6,1,0,0,
PL-01-01-009-006-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,002,居宅介護サービス利用料収益,6,1,0,0,
PL-01-01-009-006-003,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,003,地域密着型介護サービス利用料収益,6,1,0,0,
PL-01-01-009-006-004,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,004,食費収益（公費）,6,1,0,0,
PL-01-01-009-006-005,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,005,食費収益（一般）,6,1,0,0,
PL-01-01-009-006-091,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,091,食費収益,6,1,0,1,
PL-01-01-009-006-010,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,010,食費収益（特定）,6,1,0,0,
PL-01-01-009-006-006,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,006,居住費収益（公費）,6,1,0,0,
PL-01-01-009-006-007,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,007,居住費収益（一般）,6,1,0,0,
PL-01-01-009-006-092,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,092,居住費収益,6,1,0,1,
PL-01-01-009-006-011,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,011,居住費収益（特定）,6,1,0,0,
PL-01-01-009-006-008,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,008,介護予防・日常生活支援総合事業利用料収益,6,1,0,0,
PL-01-01-009-006-009,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,006,利用者等利用料収益,009,その他の利用料収益,6,1,0,0,
PL-01-01-009-007-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,007,その他の事業収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-009-007-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-007-005""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-007-002""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-007-006""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-007-003""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-007-007""}, {""sign"": ""+"", ""code"": ""PL-01-01-009-007-004""}]"
PL-01-01-009-007-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,007,その他の事業収益,001,補助金事業収益（公費）,6,1,0,0,
PL-01-01-009-007-005,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,007,その他の事業収益,005,補助金事業収益（一般）,6,1,0,0,
PL-01-01-009-007-091,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,007,その他の事業収益,091,補助金事業収益,6,1,0,1,
PL-01-01-009-007-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,007,その他の事業収益,002,市町村特別事業収益（公費）,6,1,0,0,
PL-01-01-009-007-006,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,007,その他の事業収益,006,市町村特別事業収益（一般）,6,1,0,0,
PL-01-01-009-007-092,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,007,その他の事業収益,092,市町村特別事業収益,6,1,0,1,
PL-01-01-009-007-003,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,007,その他の事業収益,003,受託事業収益（公費）,6,1,0,0,
PL-01-01-009-007-007,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,007,その他の事業収益,007,受託事業収益（一般）,6,1,0,0,
PL-01-01-009-007-093,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,007,その他の事業収益,093,受託事業収益,6,1,0,1,
PL-01-01-009-007-004,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,007,その他の事業収益,004,その他の事業収益,6,1,0,0,
PL-01-01-009-008-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,009,介護保険事業収益,008,（保険等査定減）,000,,5,1,0,0,
PL-01-01-010-000-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-010-001-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-010-002-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-010-003-000""}]"
PL-01-01-010-001-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,001,措置事業収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-010-001-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-010-001-002""}, {""sign"": ""+"", ""code"": ""PL-01-01-010-001-003""}, {""sign"": ""+"", ""code"": ""PL-01-01-010-001-004""}]"
PL-01-01-010-001-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,001,措置事業収益,001,事務費収益,6,1,0,0,
PL-01-01-010-001-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,001,措置事業収益,002,事業費収益,6,1,0,0,
PL-01-01-010-001-003,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,001,措置事業収益,003,その他の利用料収益,6,1,0,0,
PL-01-01-010-001-004,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,001,措置事業収益,004,その他の事業収益,6,1,0,0,
PL-01-01-010-002-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,002,運営事業収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-010-002-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-010-002-002""}, {""sign"": ""+"", ""code"": ""PL-01-01-010-002-003""}, {""sign"": ""+"", ""code"": ""PL-01-01-010-002-005""}, {""sign"": ""+"", ""code"": ""PL-01-01-010-002-004""}]"
PL-01-01-010-002-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,002,運営事業収益,001,管理費収益,6,1,0,0,
PL-01-01-010-002-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,002,運営事業収益,002,その他の利用料収益,6,1,0,0,
PL-01-01-010-002-003,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,002,運営事業収益,003,補助金事業収益（公費）,6,1,0,0,
PL-01-01-010-002-091,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,002,運営事業収益,091,補助金事業収益,6,1,0,1,
PL-01-01-010-002-005,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,002,運営事業収益,005,補助金事業収益（一般）,6,1,0,0,
PL-01-01-010-002-004,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,002,運営事業収益,004,その他の事業収益,6,1,0,0,
PL-01-01-010-003-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,003,その他の事業収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-010-003-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-010-003-002""}, {""sign"": ""+"", ""code"": ""PL-01-01-010-003-003""}]"
PL-01-01-010-003-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,003,その他の事業収益,001,管理費収益,6,1,0,0,
PL-01-01-010-003-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,003,その他の事業収益,002,その他の利用料収益,6,1,0,0,
PL-01-01-010-003-003,PL,事業活動計算書,01,サービス活動増減の部,01,収益,010,老人福祉事業収益,003,その他の事業収益,003,その他の事業収益,6,1,0,0,
PL-01-01-011-000-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,011,児童福祉事業収益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-011-001-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-011-002-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-011-003-000""}]"
PL-01-01-011-001-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,011,児童福祉事業収益,001,措置費収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-011-001-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-011-001-002""}]"
PL-01-01-011-001-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,011,児童福祉事業収益,001,措置費収益,001,事務費収益,6,1,0,0,
PL-01-01-011-001-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,011,児童福祉事業収益,001,措置費収益,002,事業費収益,6,1,0,0,
PL-01-01-011-002-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,011,児童福祉事業収益,002,私的契約利用料収益,000,,5,1,0,0,
PL-01-01-011-003-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,011,児童福祉事業収益,003,その他の事業収益,000,,5,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-011-003-001""}, {""sign"": ""+"", ""code"": ""PL-01-01-011-003-004""}, {""sign"": ""+"", ""code"": ""PL-01-01-011-003-002""}, {""sign"": ""+"", ""code"": ""PL-01-01-011-003-005""}, {""sign"": ""+"", ""code"": ""PL-01-01-011-003-003""}]"
PL-01-01-011-003-001,PL,事業活動計算書,01,サービス活動増減の部,01,収益,011,児童福祉事業収益,003,その他の事業収益,001,補助金事業収益（公費）,6,1,0,0,
PL-01-01-011-003-004,PL,事業活動計算書,01,サービス活動増減の部,01,収益,011,児童福祉事業収益,003,その他の事業収益,004,補助金事業収益（一般）,6,1,0,0,
PL-01-01-011-003-091,PL,事業活動計算書,01,サービス活動増減の部,01,収益,011,児童福祉事業収益,003,その他の事業収益,091,補助金事業収益,6,1,0,1,
PL-01-01-011-003-002,PL,事業活動計算書,01,サービス活動増減の部,01,収益,011,児童福祉事業収益,003,その他の事業収益,002,受託事業収益（公費）,6,1,0,0,
PL-01-01-011-003-005,PL,事業活動計算書,01,サービス活動増減の部,01,収益,011,児童福祉事業収益,003,その他の事業収益,005,受託事業収益（一般）,6,1,0,0,
PL-01-01-011-003-092,PL,事業活動計算書,01,サービス活動増減の部,01,収益,011,児童福祉事業収益,003,その他の事業収益,092,受託事業収益,6,1,0,1,
PL-01-01-011-003-003,PL,事業活動計算書,01,サービス活動増減の部,01,収益,011,児童福祉事業収益,003,その他の事業収益,003,その他の事業収益,6,1,0,0,
PL-01-01-012-000-000,PL,事業活動計算書,01,サービス活動増減の部,01,収益,012,保育事業収益,000,,000,,4,0,1,0,"[{""sign"": ""+"", ""code"": ""PL-01-01-012-001-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-012-002-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-012-003-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-012-004-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-012-005-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-012-006-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-012-007-000""}, {""sign"": ""+"", ""code"": ""PL-01-01-012-008-000""}]"
