タイプ,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
kyoten4,instance,L-8080105000129-0033,退職給付引当資産,退職給付引当資産,LC-00033,資産,BS,8080105000129,BS-3-4,0,退職給付引当資産
kyoten4,concept,LC-00034,移行時特別積立資産,移行時特別積立資産,BS-A-FIX-OTH-210,資産,BS,8080105000129,BS-3-4,0,移行時特別積立資産
kyoten4,instance,L-8080105000129-0034,移行時特別積立資産,移行時特別積立資産,LC-00034,資産,BS,8080105000129,BS-3-4,0,移行時特別積立資産
kyoten4,concept,LC-00035,修繕積立資産,修繕積立資産,BS-A-FIX-OTH-210,資産,BS,8080105000129,BS-3-4,0,修繕積立資産
kyoten4,instance,L-8080105000129-0035,修繕積立資産,修繕積立資産,LC-00035,資産,BS,8080105000129,BS-3-4,0,修繕積立資産
kyoten4,concept,LC-00036,就労設備等積立資産,就労設備等積立資産,BS-A-FIX-OTH-210,資産,BS,8080105000129,BS-3-4,0,就労設備等積立資産
kyoten4,instance,L-8080105000129-0036,就労設備等積立資産,就労設備等積立資産,LC-00036,資産,BS,8080105000129,BS-3-4,0,就労設備等積立資産
kyoten4,concept,LC-00037,長期前払費用,長期前払費用,BS-A-FIX-OTH-210,資産,BS,8080105000129,BS-3-4,0,長期前払費用
kyoten4,instance,L-8080105000129-0037,長期前払費用,長期前払費用,LC-00037,資産,BS,8080105000129,BS-3-4,0,長期前払費用
kyoten4,concept,LC-00038,その他の固定資産,その他の固定資産,BS-A-FIX-OTH-210,資産,BS,8080105000129,BS-3-4,0,その他の固定資産
kyoten4,instance,L-8080105000129-0038,その他の固定資産,その他の固定資産,LC-00038,資産,BS,8080105000129,BS-3-4,0,その他の固定資産
kyoten4,concept,LC-00039,貸倒引当金,貸倒引当金,BS-A-FIX-OTH-210,資産,BS,8080105000129,BS-3-4,0,貸倒引当金
kyoten4,instance,L-8080105000129-0039,貸倒引当金,貸倒引当金,LC-00039,資産,BS,8080105000129,BS-3-4,0,貸倒引当金
kyoten4,concept,LC-00040,短期運営資金借入金,短期運営資金借入金,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,短期運営資金借入金
kyoten4,instance,L-8080105000129-0040,短期運営資金借入金,短期運営資金借入金,LC-00040,負債,BS,8080105000129,BS-3-4,0,短期運営資金借入金
kyoten4,concept,LC-00041,事業未払金,事業未払金,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,事業未払金
kyoten4,instance,L-8080105000129-0041,事業未払金,事業未払金,LC-00041,負債,BS,8080105000129,BS-3-4,0,事業未払金
kyoten4,concept,LC-00042,その他の未払金,その他の未払金,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,その他の未払金
kyoten4,instance,L-8080105000129-0042,その他の未払金,その他の未払金,LC-00042,負債,BS,8080105000129,BS-3-4,0,その他の未払金
kyoten4,concept,LC-00043,社会福祉連携推進業務短期運営資金借入金,社会福祉連携推進業務短期運営資金借入金,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,社会福祉連携推進業務短期運営資金借入金
kyoten4,instance,L-8080105000129-0043,社会福祉連携推進業務短期運営資金借入金,社会福祉連携推進業務短期運営資金借入金,LC-00043,負債,BS,8080105000129,BS-3-4,0,社会福祉連携推進業務短期運営資金借入金
kyoten4,concept,LC-00044,年以内返済予定社会福祉連携推進業務設備資金借入金,年以内返済予定社会福祉連携推進業務設備資金借入金,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,年以内返済予定社会福祉連携推進業務設備資金借入金
kyoten4,instance,L-8080105000129-0044,年以内返済予定社会福祉連携推進業務設備資金借入金,年以内返済予定社会福祉連携推進業務設備資金借入金,LC-00044,負債,BS,8080105000129,BS-3-4,0,年以内返済予定社会福祉連携推進業務設備資金借入金
kyoten4,concept,LC-00045,年以内返済予定設備資金借入金,年以内返済予定設備資金借入金,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,年以内返済予定設備資金借入金
kyoten4,instance,L-8080105000129-0045,年以内返済予定設備資金借入金,年以内返済予定設備資金借入金,LC-00045,負債,BS,8080105000129,BS-3-4,0,年以内返済予定設備資金借入金
kyoten4,concept,LC-00046,年以内返済予定社会福祉連携推進業務長期運営資金借入金,年以内返済予定社会福祉連携推進業務長期運営資金借入金,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,年以内返済予定社会福祉連携推進業務長期運営資金借入金
kyoten4,instance,L-8080105000129-0046,年以内返済予定社会福祉連携推進業務長期運営資金借入金,年以内返済予定社会福祉連携推進業務長期運営資金借入金,LC-00046,負債,BS,8080105000129,BS-3-4,0,年以内返済予定社会福祉連携推進業務長期運営資金借入金
kyoten4,concept,LC-00047,年以内返済予定リース債務,年以内返済予定リース債務,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,年以内返済予定リース債務
kyoten4,instance,L-8080105000129-0047,年以内返済予定リース債務,年以内返済予定リース債務,LC-00047,負債,BS,8080105000129,BS-3-4,0,年以内返済予定リース債務
kyoten4,concept,LC-00048,未払費用,未払費用,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,未払費用
kyoten4,instance,L-8080105000129-0048,未払費用,未払費用,LC-00048,負債,BS,8080105000129,BS-3-4,0,未払費用
kyoten4,concept,LC-00049,預り金,預り金,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,預り金
kyoten4,instance,L-8080105000129-0049,預り金,預り金,LC-00049,負債,BS,8080105000129,BS-3-4,0,預り金
kyoten4,concept,LC-00050,職員預り金,職員預り金,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,職員預り金
kyoten4,instance,L-8080105000129-0050,職員預り金,職員預り金,LC-00050,負債,BS,8080105000129,BS-3-4,0,職員預り金
kyoten4,concept,LC-00051,前受金,前受金,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,前受金
kyoten4,instance,L-8080105000129-0051,前受金,前受金,LC-00051,負債,BS,8080105000129,BS-3-4,0,前受金
kyoten4,concept,LC-00052,事業区分間借入金,事業区分間借入金,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,事業区分間借入金
kyoten4,instance,L-8080105000129-0052,事業区分間借入金,事業区分間借入金,LC-00052,負債,BS,8080105000129,BS-3-4,0,事業区分間借入金
kyoten4,concept,LC-00053,仮受金,仮受金,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,仮受金
kyoten4,instance,L-8080105000129-0053,仮受金,仮受金,LC-00053,負債,BS,8080105000129,BS-3-4,0,仮受金
kyoten4,concept,LC-00054,賞与引当金,賞与引当金,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,賞与引当金
kyoten4,instance,L-8080105000129-0054,賞与引当金,賞与引当金,LC-00054,負債,BS,8080105000129,BS-3-4,0,賞与引当金
kyoten4,concept,LC-00055,その他の流動負債,その他の流動負債,BS-L-CUR-T,負債,BS,8080105000129,BS-3-4,0,その他の流動負債
kyoten4,instance,L-8080105000129-0055,その他の流動負債,その他の流動負債,LC-00055,負債,BS,8080105000129,BS-3-4,0,その他の流動負債
kyoten4,concept,LC-00056,社会福祉連携推進業務設備資金借入金,社会福祉連携推進業務設備資金借入金,BS-L-FIX-T,負債,BS,8080105000129,BS-3-4,0,社会福祉連携推進業務設備資金借入金
kyoten4,instance,L-8080105000129-0056,社会福祉連携推進業務設備資金借入金,社会福祉連携推進業務設備資金借入金,LC-00056,負債,BS,8080105000129,BS-3-4,0,社会福祉連携推進業務設備資金借入金
kyoten4,concept,LC-00057,設備資金借入金,設備資金借入金,BS-L-FIX-T,負債,BS,8080105000129,BS-3-4,0,設備資金借入金
kyoten4,instance,L-8080105000129-0057,設備資金借入金,設備資金借入金,LC-00057,負債,BS,8080105000129,BS-3-4,0,設備資金借入金
kyoten4,concept,LC-00058,社会福祉連携推進業務長期運営資金借入金,社会福祉連携推進業務長期運営資金借入金,BS-L-FIX-T,負債,BS,8080105000129,BS-3-4,0,社会福祉連携推進業務長期運営資金借入金
kyoten4,instance,L-8080105000129-0058,社会福祉連携推進業務長期運営資金借入金,社会福祉連携推進業務長期運営資金借入金,LC-00058,負債,BS,8080105000129,BS-3-4,0,社会福祉連携推進業務長期運営資金借入金
kyoten4,concept,LC-00059,リース債務,リース債務,BS-L-FIX-T,負債,BS,8080105000129,BS-3-4,0,リース債務
kyoten4,instance,L-8080105000129-0059,リース債務,リース債務,LC-00059,負債,BS,8080105000129,BS-3-4,0,リース債務
kyoten4,concept,LC-00060,退職給付引当金,退職給付引当金,BS-L-FIX-T,負債,BS,8080105000129,BS-3-4,0,退職給付引当金
kyoten4,instance,L-8080105000129-0060,退職給付引当金,退職給付引当金,LC-00060,負債,BS,8080105000129,BS-3-4,0,退職給付引当金
kyoten4,concept,LC-00061,その他の固定負債,その他の固定負債,BS-L-FIX-T,負債,BS,8080105000129,BS-3-4,0,その他の固定負債
kyoten4,instance,L-8080105000129-0061,その他の固定負債,その他の固定負債,LC-00061,負債,BS,8080105000129,BS-3-4,0,その他の固定負債
kyoten4,concept,LC-00062,移行時特別積立金,移行時特別積立金,BS-N-OTH-T,純資産,BS,8080105000129,BS-3-4,0,移行時特別積立金
kyoten4,instance,L-8080105000129-0062,移行時特別積立金,移行時特別積立金,LC-00062,純資産,BS,8080105000129,BS-3-4,0,移行時特別積立金
kyoten4,concept,LC-00063,修繕積立金,修繕積立金,BS-N-OTH-T,純資産,BS,8080105000129,BS-3-4,0,修繕積立金
kyoten4,instance,L-8080105000129-0063,修繕積立金,修繕積立金,LC-00063,純資産,BS,8080105000129,BS-3-4,0,修繕積立金
kyoten4,concept,LC-00064,就労設備等積立金,就労設備等積立金,BS-N-OTH-T,純資産,BS,8080105000129,BS-3-4,0,就労設備等積立金
kyoten4,instance,L-8080105000129-0064,就労設備等積立金,就労設備等積立金,LC-00064,純資産,BS,8080105000129,BS-3-4,0,就労設備等積立金
kyoten4,concept,LC-00065,車輛購入積立金,車輛購入積立金,BS-N-OTH-T,純資産,BS,8080105000129,BS-3-4,0,車輛購入積立金
kyoten4,instance,L-8080105000129-0065,車輛購入積立金,車輛購入積立金,LC-00065,純資産,BS,8080105000129,BS-3-4,0,車輛購入積立金
kyoten4,concept,LC-00066,工賃変動積立金,工賃変動積立金,BS-N-OTH-T,純資産,BS,8080105000129,BS-3-4,0,工賃変動積立金
kyoten4,instance,L-8080105000129-0066,工賃変動積立金,工賃変動積立金,LC-00066,純資産,BS,8080105000129,BS-3-4,0,工賃変動積立金
kyoten4,concept,LC-00067,備品積立金,備品積立金,BS-N-OTH-T,純資産,BS,8080105000129,BS-3-4,0,備品積立金
kyoten4,instance,L-8080105000129-0067,備品積立金,備品積立金,LC-00067,純資産,BS,8080105000129,BS-3-4,0,備品積立金
kyoten4,concept,LC-00068,施設整備積立金,施設整備積立金,BS-N-OTH-T,純資産,BS,8080105000129,BS-3-4,0,施設整備積立金
kyoten4,instance,L-8080105000129-0068,施設整備積立金,施設整備積立金,LC-00068,純資産,BS,8080105000129,BS-3-4,0,施設整備積立金
